Régime prioritaire;Régime particulier;Type de stationnement;Arrondissement;Nombre places calculées;Nombre places réelles;Zones Résidentielles;Localisation stationnement;Numéro voie;Type voie;Nom voie;Complément numéro voie;Localisation numéro;Parité;Longueur;Largeur;Surface calculée;Signalisation horizontale;Signalisation verticale;Conformité signalisation;Type mobilier;Numéro mobilier;Plage horaire 1-Début;Plage horaire 1-Fin;Plage horaire 2-Début;Plage horaire 2-Fin;Plage horaire 3-Début;Plage horaire 3-Fin;Nouvel identifiant;Ancien identifiant;Code voie Ville de Paris;Numéro séquentiel Tronçon voie;Numéro ilot;Numéro IRIS;Zone ASP;Numéro Section Territoriale de Voirie;Compétence préfecture;Dernière modification;Date du relevé;1er numéro tronçon voie;Dernier numéro tronçon voie;geo_shape;geo_point_2d
LIVRAISON;ZL permanente;Longitudinal;6;1;1;6E;Chaussée;101;RUE DE;RENNES;;Droit;Impair;6.3577014;2.0;12.71532989;Présente;Absente;Conforme;;0;;;;;;;;815107G200509051051;8137;1750611142;;;06Z3;STV Sud;;2019-01-04;2020-08-31;85;103;"{""coordinates"": [2.328935368153483, 48.84910244612258], ""type"": ""Point""}";48.84910244612258, 2.328935368153483
LIVRAISON;ZL périodique;Longitudinal;19;1;1;19H;Lincoln;118;AV;JEAN JAURES;;Droit;Inconnu;6.71472653;2.0;13.42971157;Présente;Absente;Conforme;;0;;;;;;;;490311D20070212173822;4810;750598748;;;19Z4;STV Nord-Est;;2019-01-04;2020-08-31;0;0;"{""coordinates"": [2.381968622224165, 48.885756622188026], ""type"": ""Point""}";48.885756622188026, 2.381968622224165
LIVRAISON;ZL périodique;Longitudinal;17;1;1;17P;Lincoln;69;RUE DE;SAUSSURE;;Droit;Impair;12.18371763;2.0;24.68838024;Présente;Absente;Conforme;;0;;;;;;;;884704G20130820162645;8482;1750598668;;;17ZE;STV Nord-Ouest;;2025-03-14;2020-08-31;69;79;"{""coordinates"": [2.3139030837381904, 48.88609761658841], ""type"": ""Point""}";48.88609761658841, 2.3139030837381904
LIVRAISON;ZL permanente;Longitudinal;11;1;1;11G;Chaussée;18;RUE;OBERKAMPF;;vis-à-vis;Impair;10.60384941;2.0;22.0528873;Présente;Absente;Conforme;;0;;;;;;;;685804G200509051594;6802;1750605949;;;11Z1;STV Nord-Est;;2019-01-04;2020-08-31;23;29;"{""coordinates"": [2.3693435952828, 48.863484890158354], ""type"": ""Point""}";48.863484890158354, 2.3693435952828
LIVRAISON;ZL permanente;Longitudinal;13;1;1;13G;Lincoln;204;RUE DE;TOLBIAC;;Droit;Pair;13.70641804;2.0;27.4120916;Présente;Absente;Conforme;;0;;;;;;;;933725D20081021145201;9320;750595879;;;13Z3;STV Sud-Est;;2020-07-31;2020-07-09;204;208;"{""coordinates"": [2.346990366865866, 48.82576248738401], ""type"": ""Point""}";48.82576248738401, 2.346990366865866
LIVRAISON;ZL périodique;Longitudinal;20;1;1;20G;Chaussée;32;RUE;PLANCHAT;;Droit;Pair;12.17384808;2.0;24.33356657;Présente;Absente;Conforme;;0;;;;;;;;751203D200509052002;7465;750609481;;;20Z4;STV Nord-Est;;2019-01-04;2020-08-31;26;34;"{""coordinates"": [2.3980779853588907, 48.85411450215479], ""type"": ""Point""}";48.85411450215479, 2.3980779853588907
LIVRAISON;ZL périodique;Longitudinal;12;1;1;12R;Chaussée;66;AV DE;SAINT-MANDE;;Droit;Inconnu;6.20194994;2.0;13.42039081;Présente;Absente;Conforme;;0;;;;;;;;740119D20130117130311;8905;1750612571;;;12ZB;STV Sud-Est;;2019-01-04;2020-08-31;0;0;"{""coordinates"": [2.40248355953631, 48.84515018845657], ""type"": ""Point""}";48.84515018845657, 2.40248355953631
LIVRAISON;ZL périodique;Longitudinal;17;1;1;17J;Contre allée;68;BD DE;COURCELLES;;Droit;Pair;10.1265738;2.0;20.25271629;Présente;Absente;Conforme;;0;;;;;;;;238606D20070208113445;2376;750600306;;;17ZH;STV Nord-Ouest;;2019-01-04;2020-08-31;68;86;"{""coordinates"": [2.3070508664622573, 48.88008354440687], ""type"": ""Point""}";48.88008354440687, 2.3070508664622573
LIVRAISON;ZL permanente;Longitudinal;15;1;1;15S;Chaussée;1;RUE;EUGENE GIBEZ;BIS;Droit;Impair;10.26936894;2.0;20.53919655;Présente;Absente;Conforme;;0;;;;;;;;341501G200509051878;3443;1750615600;;;15Z7;STV Sud-Ouest;;2019-01-04;2020-08-31;1;23;"{""coordinates"": [2.294516308495564, 48.836174853414015], ""type"": ""Point""}";48.836174853414015, 2.294516308495564
LIVRAISON;ZL permanente;Longitudinal;14;1;1;14M;Trottoir;220;AV DU;MAINE;;Droit;Pair;13.96616438;2.0;26.68215176;Présente;Avec panonceau;SV Non-conforme;;0;;;;;;;;592224D200509051768;5850;750617400;;;14Z2A;STV Sud;;2020-08-24;2020-08-01;220;228;"{""coordinates"": [2.3262291837814537, 48.829000536700775], ""type"": ""Point""}";48.829000536700775, 2.3262291837814537
LIVRAISON;ZL périodique;Longitudinal;17;1;1;17R;Chaussée;81;RUE;LEMERCIER;;Droit;Impair;10.0932283;2.0;20.18606548;Présente;Absente;Conforme;;0;;;;;;;;550307G200509052520;5439;1750598142;;;17ZJ;STV Nord-Ouest;;2019-01-04;2020-08-31;77;85;"{""coordinates"": [2.3204703790164682, 48.88842419701717], ""type"": ""Point""}";48.88842419701717, 2.3204703790164682
LIVRAISON;ZL périodique;Longitudinal;6;1;1;6G;Chaussée;90;RUE D';ASSAS;;Droit;Pair;8.77856714;2.0;17.55712955;Présente;Absente;Conforme;;0;;;;;;;;049909D200509050050;0466;750613220;;;06Z3;STV Sud;;2019-01-04;2020-08-31;86;100;"{""coordinates"": [2.333333782047634, 48.84384557398965], ""type"": ""Point""}";48.84384557398965, 2.333333782047634
LIVRAISON;ZL périodique;Longitudinal;10;2;2;10E;Chaussée;108;QU DE;JEMMAPES;110;Droit;Pair;16.87245811;2.0;33.90731419;Présente;Absente;Conforme;;0;;;;;;;;496405D20081017083833;4850;750602179;;;10Z3;STV Centre;;2020-08-26;2020-08-18;108;124;"{""coordinates"": [2.363514915115529, 48.87425852909773], ""type"": ""Point""}";48.87425852909773, 2.363514915115529
LIVRAISON;ZL périodique;Longitudinal;14;1;1;14M;Chaussée;8;RUE;DU CANGE;;vis-à-vis;Impair;9.34405813;2.0;18.68759629;Présente;Absente;Conforme;;0;;;;;;;;295001G200509050866;2976;1750615815;;;14Z1A;STV Sud;;2019-01-04;2020-08-31;1;3;"{""coordinates"": [2.315174727852911, 48.83447123922807], ""type"": ""Point""}";48.83447123922807, 2.315174727852911
LIVRAISON;ZL périodique;Longitudinal;19;1;1;19H;Chaussée;19;RUE;LALLY-TOLLENDAL;;Droit;Impair;9.45126587;2.0;18.90294612;Présente;Absente;Conforme;;0;;;;;;;;528102G20070201142019;5202;1750599501;;;19Z4;STV Nord-Est;;2019-01-04;2020-08-31;11;19;"{""coordinates"": [2.3736226698134835, 48.883374506098434], ""type"": ""Point""}";48.883374506098434, 2.3736226698134835
LIVRAISON;ZL périodique;Longitudinal;1;1;1;1E;Lincoln;7;RUE DES;PROUVAIRES;;Droit;Impair;6.63058109;2.0;13.26130316;Présente;Absente;Conforme;;0;;;;;;;;786301G200509050414;7844;1750606876;;;01Z2;STV Centre;;2019-01-04;2020-08-31;1;9;"{""coordinates"": [2.3441811709624067, 48.86160807948567], ""type"": ""Point""}";48.86160807948567, 2.3441811709624067
LIVRAISON;ZL permanente;Longitudinal;15;1;1;15L;Chaussée;64;BD DE;GRENELLE;;Droit;Pair;9.01475855;2.0;18.02980834;Présente;Absente;Conforme;;0;;;;;;;;431019D200509052541;4272;750610837;;;15Z1;STV Sud-Ouest;;2019-01-04;2020-08-31;62;92;"{""coordinates"": [2.292761577662607, 48.850521537147955], ""type"": ""Point""}";48.850521537147955, 2.292761577662607
LIVRAISON;ZL périodique;Longitudinal;12;1;1;12F;Chaussée;12;RUE;VILLIOT;;Droit;Pair;10.72132268;2.0;21.44306381;Présente;Absente;Conforme;;0;;;;;;;;984601D20111014113746;9822;750613873;;;12ZD;STV Sud-Est;;2019-01-04;2020-08-31;2;28;"{""coordinates"": [2.375102812002973, 48.841394213678115], ""type"": ""Point""}";48.841394213678115, 2.375102812002973
LIVRAISON;ZL périodique;Longitudinal;11;1;1;11G;Chaussée;7;RUE;OBERKAMPF;;Droit;Impair;9.24800702;2.0;18.49595818;Présente;Absente;Conforme;;0;;;;;;;;685803G20080926154829;6802;1750606151;;;11Z1;STV Nord-Est;;2019-01-04;2020-08-31;7;21;"{""coordinates"": [2.368214168077936, 48.8630334942806], ""type"": ""Point""}";48.8630334942806, 2.368214168077936
LIVRAISON;ZL périodique;Longitudinal;12;1;1;12J;Chaussée;23;RUE;LAMBLARDIE;;Droit;Impair;7.83076796;2.0;15.64919516;Présente;Absente;Conforme;;0;;;;;;;;529801G200509051886;5220;1750614231;;;12ZF;STV Sud-Est;;2019-01-04;2020-08-31;1;25;"{""coordinates"": [2.398520453038113, 48.84094831367073], ""type"": ""Point""}";48.84094831367073, 2.398520453038113
LIVRAISON;ZL périodique;Longitudinal;15;1;1;15V;Chaussée;5;RUE;ALAIN CHARTIER;;Droit;Impair;11.7123479;2.0;23.4247182;Présente;Absente;Conforme;;0;;;;;;;;010801G20100118104459;0131;1750614883;;;15Z7;STV Sud-Ouest;;2019-01-04;2020-08-31;1;35;"{""coordinates"": [2.2951944116645233, 48.8384417193759], ""type"": ""Point""}";48.8384417193759, 2.2951944116645233
LIVRAISON;ZL périodique;Longitudinal;11;1;1;11J;Chaussée;3;RUE;MAILLARD;;Droit;Impair;8.95654752;2.0;17.91291605;Présente;Absente;Conforme;;0;;;;;;;;591501G200509051310;5843;1750608039;;;11Z3;STV Nord-Est;;2019-01-04;2020-08-31;1;3;"{""coordinates"": [2.385628369339912, 48.85803590740423], ""type"": ""Point""}";48.85803590740423, 2.385628369339912
LIVRAISON;ZL permanente;Longitudinal;2;1;1;2E;Chaussée;7;RUE DE;LA MICHODIERE;;Droit;Impair;9.98212441;2.0;20.00897632;Présente;Absente;Conforme;;0;;;;;;;;530201G20060726153121;5224;1750603852;;;02Z1;STV Centre;;2019-01-04;2020-08-31;1;13;"{""coordinates"": [2.3346597643561315, 48.86953263174305], ""type"": ""Point""}";48.86953263174305, 2.3346597643561315
LIVRAISON;ZL périodique;Longitudinal;3;1;1;34F;Lincoln;62;RUE DE;TURENNE;;Droit;Pair;13.91693222;2.0;30.35503951;Présente;Absente;Conforme;;0;;;;;;;;950608D20080930132225;9492;750607656;;;03Z3;STV Centre;;2019-01-04;2020-08-31;58;62;"{""coordinates"": [2.3645836008321086, 48.85939357066799], ""type"": ""Point""}";48.85939357066799, 2.3645836008321086
LIVRAISON;ZL périodique;Longitudinal;10;1;1;10G;Chaussée;173;BD DE LA;VILLETTE;;Droit;Impair;9.68828583;2.0;19.37655561;Abimé;Absente;SH Non-conforme;;0;;;;;;;;983813G20100111133553;9816;1750599209;;;10Z1;STV Centre;;2021-06-22;2021-04-01;153;173;"{""coordinates"": [2.3648519856253243, 48.88422019651825], ""type"": ""Point""}";48.88422019651825, 2.3648519856253243
LIVRAISON;ZL périodique;Longitudinal;11;1;1;11J;Chaussée;161;RUE DE LA;ROQUETTE;;Droit;Impair;10.11121117;2.0;20.22222692;Présente;Absente;Conforme;;0;;;;;;;;835824G20081023133103;8327;1750607471;;;11Z3;STV Nord-Est;;2019-01-04;2020-08-31;155;181;"{""coordinates"": [2.3872963785822297, 48.85949671204067], ""type"": ""Point""}";48.85949671204067, 2.3872963785822297
LIVRAISON;ZL périodique;Longitudinal;15;1;1;15F;Chaussée;56;AV DE;LA MOTTE-PICQUET;;Droit;Pair;11.04549672;2.0;22.09105223;Présente;Absente;Conforme;;0;;;;;;;;530807D200509052973;5230;750610811;;;15Z1;STV Sud-Ouest;;2020-08-20;2020-08-06;54;56;"{""coordinates"": [2.29923211048557, 48.8500556652729], ""type"": ""Point""}";48.8500556652729, 2.29923211048557
LIVRAISON;ZL périodique;Longitudinal;10;2;2;10F;Lincoln;3;RUE DU;CHATEAU D'EAU;;vis-à-vis;Pair;14.29095691;2.0;28.58203915;Présente;Absente;Conforme;;0;;;;;;;;191601D20070208152610;1910;750603803;;;10Z2;STV Centre;;2024-04-18;2020-08-19;2;14;"{""coordinates"": [2.36212870297317, 48.86911431430596], ""type"": ""Point""}";48.86911431430596, 2.36212870297317
LIVRAISON;ZL permanente;Longitudinal;8;1;1;8H;Chaussée;13;RUE;LA BOETIE;*** 15;Droit;Impair;10.40097972;2.0;20.80000874;Présente;Absente;Conforme;;0;;;;;;;;519403G200509051388;5110;1750602116;;;08Z3;STV Nord-Ouest;;2022-04-12;2021-08-02;7;15;"{""coordinates"": [2.3178802900907556, 48.874213569741535], ""type"": ""Point""}";48.874213569741535, 2.3178802900907556
LIVRAISON;ZL périodique;Longitudinal;13;1;1;13F;Lincoln;68;RUE DE LA;COLONIE;BIS;Droit;Pair;9.27403448;2.0;18.54843752;Présente;Absente;Conforme;;0;;;;;;;;221703D20060623115440;2220;750595905;;;13Z5;STV Sud-Est;;2019-01-04;2020-08-31;58;70;"{""coordinates"": [2.349788086651002, 48.82393561784453], ""type"": ""Point""}";48.82393561784453, 2.349788086651002
LIVRAISON;ZL périodique;Longitudinal;17;1;1;17J;Chaussée;3;RUE DE;PHALSBOURG;;Droit;Impair;9.94214227;2.0;19.8845964;Abimé;Absente;SH Non-conforme;;0;;;;;;;;737101G200509053223;7332;1750600114;;;17ZH;STV Nord-Ouest;;2024-04-18;2022-05-01;1;17;"{""coordinates"": [2.3089755618306294, 48.881404121982065], ""type"": ""Point""}";48.881404121982065, 2.3089755618306294
LIVRAISON;ZL périodique;Longitudinal;18;1;1;18L;Lincoln;72;RUE;DOUDEAUVILLE;;Droit;Pair;11.56596509;2.0;23.1322409;Présente;Absente;Conforme;;0;;;;;;;;292106D20140228172925;2939;750598122;;;18Z2;STV Nord-Ouest;;2019-01-04;2020-08-31;54;74;"{""coordinates"": [2.351867432528411, 48.888352351943915], ""type"": ""Point""}";48.888352351943915, 2.351867432528411
LIVRAISON;ZL permanente;Longitudinal;19;1;1;19K;Chaussée;;RUE;GEORGES AURIC;angle rue d'Hautpoul;Droit;Pair;16.2404192;2.0;32.48080929;Abimé;Absente;SH Non-conforme;;0;;;;;;;;410901D20091117175802;4118;750599067;;;19Z7;STV Nord-Est;;2022-05-11;2021-08-13;2;10;"{""coordinates"": [2.386995578013739, 48.88466393498381], ""type"": ""Point""}";48.88466393498381, 2.386995578013739
LIVRAISON;ZL permanente;Longitudinal;18;1;1;18F;Chaussée;15;RUE;LEPIC;;Droit;Impair;8.06954878;2.0;16.82123646;Présente;Absente;Conforme;;0;;;;;;;;559502G200509051788;5523;1750598998;;;18Z6;STV Nord-Ouest;;2024-04-18;2020-08-20;15;19;"{""coordinates"": [2.333765278569527, 48.884885081118334], ""type"": ""Point""}";48.884885081118334, 2.333765278569527
LIVRAISON;ZL périodique;Longitudinal;15;1;1;15E;Chaussée;9;RUE;HUMBLOT;;Droit;Impair;10.09252056;2.0;20.24704984;Abimé;Absente;SH Non-conforme;;0;;;;;;;;468201G200509052657;4597;1750610472;;;15Z1;STV Sud-Ouest;;2024-07-31;2020-08-05;1;15;"{""coordinates"": [2.293632638935784, 48.85099704179731], ""type"": ""Point""}";48.85099704179731, 2.293632638935784
LIVRAISON;ZL permanente;Longitudinal;3;1;1;3E;Chaussée;23;RUE DES;FILLES DU CALVAIRE;;Droit;Impair;6.99996878;2.0;14.0002177;Présente;Absente;Conforme;;0;;;;;;;;364301G200509050305;3659;1750606555;;;03Z3;STV Centre;;2024-10-29;2024-10-29;1;25;"{""coordinates"": [2.3663861058346543, 48.862963672678525], ""type"": ""Point""}";48.862963672678525, 2.3663861058346543
LIVRAISON;ZL périodique;Longitudinal;8;1;1;8H;Chaussée;3;RUE;ROQUEPINE;;Droit;Impair;4.92520626;2.0;9.85021359;Présente;Absente;Conforme;;0;;;;;;;;835501G20131206121000;8325;1750602374;;;08Z3;STV Nord-Ouest;;2023-02-16;2020-08-31;1;5;"{""coordinates"": [2.3202452225077073, 48.87343326590144], ""type"": ""Point""}";48.87343326590144, 2.3202452225077073
LIVRAISON;ZL permanente;Longitudinal;1;1;1;1E;Chaussée;181;RUE;SAINT-HONORE;;Droit;Impair;11.51831605;2.0;23.03663962;Présente;Absente;Conforme;;0;;;;;;;;863519G200509050527;8860;1750605804;;;01Z1;STV Centre;;2025-09-04;2025-09-01;169;187;"{""coordinates"": [2.3332828042458846, 48.86425857131312], ""type"": ""Point""}";48.86425857131312, 2.3332828042458846
LIVRAISON;ZL permanente;Longitudinal;1;1;1;1E;Chaussée;20;RUE;CAMBON;;Droit;Pair;10.01185941;2.0;20.02387251;Présente;Absente;Conforme;;0;;;;;;;;144904D200509050102;1439;750604315;;;01Z1;STV Centre;;2025-09-05;2024-12-31;18;48;"{""coordinates"": [2.326473766980386, 48.86772981517015], ""type"": ""Point""}";48.86772981517015, 2.326473766980386
LIVRAISON;ZL périodique;Longitudinal;15;1;1;15G;Chaussée;79;AV DE;SEGUR;;Droit;Impair;9.79443263;2.0;19.5889428;Présente;Absente;Conforme;;0;;;;;;;;890908G20081014151848;8541;1750611866;;;15Z4;STV Sud-Ouest;;2024-09-19;2024-09-18;77;85;"{""coordinates"": [2.305760743721975, 48.84741511068206], ""type"": ""Point""}";48.84741511068206, 2.305760743721975
LIVRAISON;ZL permanente;Longitudinal;14;1;1;14N;Chaussée;63;RUE DU;MONTPARNASSE;;Droit;Impair;9.5733695;2.0;19.14678122;Présente;Absente;Conforme;;0;;;;;;;;652303G200509051913;6456;1750613715;;;14Z4A;STV Sud;;2023-03-16;2020-08-04;37;69;"{""coordinates"": [2.3253896946027584, 48.841828844654884], ""type"": ""Point""}";48.841828844654884, 2.3253896946027584
LIVRAISON;ZL permanente;Longitudinal;17;1;1;17H;Chaussée;6;RUE;PIERRE DEMOURS;;Droit;Pair;10.44212761;2.0;20.8839451;Présente;Absente;Conforme;;0;;;;;;;;742601D200509053259;7384;750600265;;;17ZG;STV Nord-Ouest;;2024-09-25;2023-08-15;2;10;"{""coordinates"": [2.291876268641516, 48.879965425420394], ""type"": ""Point""}";48.879965425420394, 2.291876268641516
LIVRAISON;ZL périodique;Longitudinal;18;1;1;18F;Lincoln;9;RUE DES;ABBESSES;;Droit;Impair;8.32063704;2.0;16.64116772;Abimé;Absente;SH Non-conforme;;0;;;;;;;;002002G20080909164219;0019;1750599279;;;18Z3;STV Nord-Ouest;;2023-03-23;2021-08-14;7;11;"{""coordinates"": [2.338798986073721, 48.884025663401715], ""type"": ""Point""}";48.884025663401715, 2.338798986073721
LIVRAISON;ZL périodique;Longitudinal;9;1;1;9G;Chaussée;18;RUE;LA FAYETTE;;Centre;Impair;9.99429145;2.0;19.9886381;Présente;Absente;Conforme;;0;;;;;;;;524003G20080922154857;5159;1750602324;;;5;STV Centre;;2024-06-07;2024-06-06;11;15;"{""coordinates"": [2.335601615821226, 48.8737036466922], ""type"": ""Point""}";48.8737036466922, 2.335601615821226
LIVRAISON;ZL permanente;Longitudinal;17;1;1;17T;Chaussée;67;RUE DE;LA JONQUIERE;;vis-à-vis;Pair;10.01996878;2.0;20.03971213;Présente;Absente;Conforme;;0;;;;;;;;527309D20130828145522;5194;750597018;;;17ZA;STV Nord-Ouest;;2025-09-29;2025-08-21;74;80;"{""coordinates"": [2.320338235111447, 48.89435356851238], ""type"": ""Point""}";48.89435356851238, 2.320338235111447
LIVRAISON;ZL permanente;Longitudinal;3;1;1;34F;Chaussée;13;RUE;FROISSART;;Droit;Impair;8.25451432;2.0;16.50882845;Présente;Absente;Conforme;;0;;;;;;;;387501G200509050334;3884;1750606821;;;03Z3;STV Centre;;2024-10-30;2023-07-15;1;13;"{""coordinates"": [2.3654342739217027, 48.86169674917259], ""type"": ""Point""}";48.86169674917259, 2.3654342739217027
LIVRAISON;ZL permanente;Longitudinal;11;1;1;11K;Chaussée;6;RUE;PAUL BERT;;vis-à-vis;Impair;9.76115064;2.0;19.52207643;Présente;Absente;Conforme;;0;;;;;;;;712302G200509051770;7048;1750610343;;;11Z4;STV Nord-Est;;2025-10-07;2025-08-18;3;7;"{""coordinates"": [2.384473122638533, 48.85130021354902], ""type"": ""Point""}";48.85130021354902, 2.384473122638533
LIVRAISON;ZL permanente;Longitudinal;4;1;1;4E;Lincoln;6;RUE DES;ARCHIVES;;Droit;Pair;12.36994037;2.0;24.9421488;Présente;Absente;Conforme;;0;;;;;;;;042001D20111125150131;0397;750608332;;;04Z2;STV Centre;;2024-11-05;2024-11-05;2;6;"{""coordinates"": [2.3541572226376473, 48.85733873865549], ""type"": ""Point""}";48.85733873865549, 2.3541572226376473
LIVRAISON;ZL permanente;Longitudinal;5;1;1;5H;Lincoln;161;RUE;SAINT-JACQUES;;Droit;Impair;8.00003868;2.0;16.00004495;Présente;Absente;Conforme;;0;;;;;;;;864809G200509051304;8871;1750612229;;;05Z1;STV Sud;;2023-05-23;2023-05-01;151;161;"{""coordinates"": [2.3430885235560344, 48.84620173416635], ""type"": ""Point""}";48.84620173416635, 2.3430885235560344
LIVRAISON;ZL permanente;Longitudinal;17;1;1;17R;Lincoln;51;AV DE;CLICHY;;Droit;Impair;12.34952647;2.0;24.69886884;Abimé;Absente;SH Non-conforme;;0;;;;;;;;211211G20131119135450;2112;1750598371;;;17ZJ;STV Nord-Ouest;;2024-11-26;2023-08-15;49;53;"{""coordinates"": [2.325592678085739, 48.88725280395465], ""type"": ""Point""}";48.88725280395465, 2.325592678085739
LIVRAISON;ZL permanente;Longitudinal;4;1;1;4E;Chaussée;1;PAS;WALTER BENJAMIN;*** angle rue du Roi de Sicile;Droit;Inconnu;11.49998139;2.0;22.99975537;Présente;Absente;Conforme;;0;;;;;;;;310601G200509050300;3136;1750608669;;;04Z2;STV Centre;;2023-06-14;2023-06-12;0;0;"{""coordinates"": [2.3580441407299055, 48.85615697937341], ""type"": ""Point""}";48.85615697937341, 2.3580441407299055
LIVRAISON;ZL périodique;Longitudinal;5;1;1;5G;Chaussée;3;RUE;LARREY;;Droit;Impair;9.50662044;2.0;19.0135244;Présente;Absente;Conforme;;0;;;;;;;;536201G20111214104549;5287;1750613708;;;05Z4;STV Sud;;2025-10-20;2025-08-14;1;9;"{""coordinates"": [2.35377722444887, 48.84150905570917], ""type"": ""Point""}";48.84150905570917, 2.35377722444887
LIVRAISON;ZL périodique;Longitudinal;17;1;1;17E;Chaussée;18;RUE;BRUNEL;;vis-à-vis;Impair;7.50550778;2.0;15.01112986;Abimé;Absente;SH Non-conforme;;0;;;;;;;;133701G200509050622;1331;1750601483;;;17ZF;STV Nord-Ouest;;2025-03-24;2025-03-21;1;21;"{""coordinates"": [2.2886145994141596, 48.87682101603616], ""type"": ""Point""}";48.87682101603616, 2.2886145994141596
LIVRAISON;ZL périodique;Longitudinal;16;1;1;16P;Chaussée;1;RUE;JEAN BOLOGNE;;Droit;Impair;9.57904747;2.0;19.15861503;Présente;Absente;Conforme;;0;;;;;;;;486301G20061106115637;4774;1750608531;;;16Z4;STV Sud-Ouest;;2025-11-07;2025-11-06;1;7;"{""coordinates"": [2.279939654079004, 48.856509512789394], ""type"": ""Point""}";48.856509512789394, 2.279939654079004
LIVRAISON;ZL permanente;Longitudinal;17;1;1;17S;Lincoln;160;AV DE;CLICHY;;Droit;Pair;6.55664582;2.0;13.11350047;Présente;Absente;Conforme;;0;;;;;;;;211225D200509050969;2112;750597463;;;17ZA;STV Nord-Ouest;;2025-03-31;2025-03-28;154;162;"{""coordinates"": [2.3187632276782444, 48.89148082278909], ""type"": ""Point""}";48.89148082278909, 2.3187632276782444
LIVRAISON;ZL périodique;Longitudinal;17;1;1;17H;Chaussée;18;RUE;PIERRE DEMOURS;;Droit;Pair;10.57246703;2.0;21.14472817;Présente;Absente;Conforme;;;;;;;;;53517;;7384;750600161;;;17ZG;STV Nord-Ouest;;2025-03-10;2025-03-10;16;18;"{""coordinates"": [2.2929051046178723, 48.88044148964034], ""type"": ""Point""}";48.88044148964034, 2.2929051046178723
LIVRAISON;ZL permanente;Longitudinal;2;1;1;2E;Chaussée;15;PL DE LA;BOURSE;;Droit;Impair;11.78138282;2.0;23.56258355;Présente;Absente;Conforme;;;;;;;;;56191;;1224;1750603920;;;02Z1;STV Centre;;2025-12-16;2025-12-16;7;17;"{""coordinates"": [2.340454946831245, 48.8688438439871], ""type"": ""Point""}";48.8688438439871, 2.340454946831245
LIVRAISON;ZL permanente;Longitudinal;11;1;1;11F;Lincoln;1;RUE;CRESPIN DU GAST;;Droit;Impair;10.78647739;2.0;21.57251049;Présente;Absente;Conforme;;;;;;;;;55525;;2429;1750605163;;;11Z2;STV Nord-Est;;2025-10-09;2025-09-29;1;19;"{""coordinates"": [2.381438039267343, 48.86643395062464], ""type"": ""Point""}";48.86643395062464, 2.381438039267343
LIVRAISON;ZL périodique;Longitudinal;7;1;1;7L;Chaussée;21;RUE;SAINT-DOMINIQUE;*** travaux;Droit;Impair;15.75908956;2.0;31.51847935;Présente;Absente;Conforme;;;;;;;;;38967;;8813;1750607847;;;07Z3;STV Sud;;2023-05-10;2023-05-02;11;31;"{""coordinates"": [2.3210844789560072, 48.85878792832653], ""type"": ""Point""}";48.85878792832653, 2.3210844789560072
LIVRAISON;ZL périodique;Longitudinal;13;1;1;13M;Chaussée;13;RUE;GANDON;;Droit;Impair;15.09072508;2.0;30.18106042;Présente;Absente;Conforme;;;;;;;;;49575;;3943;1750618782;;;13Z5;STV Sud-Est;;2023-05-12;2023-03-17;9;21;"{""coordinates"": [2.3607853626935014, 48.82171761815327], ""type"": ""Point""}";48.82171761815327, 2.3607853626935014
LIVRAISON;ZL permanente;Longitudinal;18;1;1;18E;Chaussée;16;AV DE;CLICHY;;Droit;Pair;14.94786641;2.0;29.8959004;Présente;Absente;Conforme;;;;;;;;;52489;;2112;750599073;;;18Z6;STV Nord-Ouest;;2024-11-25;2023-08-14;14;18;"{""coordinates"": [2.3269338312637675, 48.88463644190451], ""type"": ""Point""}";48.88463644190451, 2.3269338312637675
LIVRAISON;ZL permanente;Longitudinal;18;1;1;18E;Chaussée;48;AV DE;CLICHY;;Droit;Pair;15.05647486;2.0;30.11352938;Présente;Absente;Conforme;;;;;;;;;52493;;2112;750598593;;;18Z6;STV Nord-Ouest;;2024-11-26;2023-08-14;48;50;"{""coordinates"": [2.3261144904845, 48.88639050014048], ""type"": ""Point""}";48.88639050014048, 2.3261144904845
LIVRAISON;ZL permanente;Longitudinal;1;1;1;1E;Chaussée;9;RUE DE;MONTPENSIER;;Droit;Impair;10.49940027;2.0;20.99867901;Présente;Absente;Conforme;;;;;;;;;5614;;6462;1750605630;;;01Z2;STV Centre;;2023-06-13;2022-05-01;7;15;"{""coordinates"": [2.336514119634392, 48.86431888800532], ""type"": ""Point""}";48.86431888800532, 2.336514119634392
LIVRAISON;ZL périodique;Longitudinal;18;1;1;18J;Lincoln;48;RUE;MARX DORMOY;;Droit;Pair;7.71308137;2.0;15.4260141;Présente;Absente;Conforme;;;;;;;;;52544;;6067;750598339;;;18Z1;STV Nord-Ouest;;2024-12-04;2024-06-01;42;66;"{""coordinates"": [2.3599158110292526, 48.88758792693857], ""type"": ""Point""}";48.88758792693857, 2.3599158110292526
LIVRAISON;ZL périodique;Longitudinal;13;1;1;13S;Chaussée;51;RUE;EUGENE OUDINE;;Droit;Impair;8.19987348;2.0;16.39979228;Présente;Absente;Conforme;;;;;;;;;49821;;3457;1750618256;;;13Z6;STV Sud-Est;;2023-06-28;2023-06-23;35;51;"{""coordinates"": [2.3727735437977877, 48.825080204543994], ""type"": ""Point""}";48.825080204543994, 2.3727735437977877
