Régime prioritaire;Régime particulier;Type de stationnement;Arrondissement;Nombre places calculées;Nombre places réelles;Zones Résidentielles;Localisation stationnement;Numéro voie;Type voie;Nom voie;Complément numéro voie;Localisation numéro;Parité;Longueur;Largeur;Surface calculée;Signalisation horizontale;Signalisation verticale;Conformité signalisation;Type mobilier;Numéro mobilier;Plage horaire 1-Début;Plage horaire 1-Fin;Plage horaire 2-Début;Plage horaire 2-Fin;Plage horaire 3-Début;Plage horaire 3-Fin;Nouvel identifiant;Ancien identifiant;Code voie Ville de Paris;Numéro séquentiel Tronçon voie;Numéro ilot;Numéro IRIS;Zone ASP;Numéro Section Territoriale de Voirie;Compétence préfecture;Dernière modification;Date du relevé;1er numéro tronçon voie;Dernier numéro tronçon voie;geo_shape;geo_point_2d
LIVRAISON;ZL périodique;Longitudinal;5;2;2;5J;Chaussée;34;BD;SAINT-GERMAIN;;Droit;Pair;9.79742583;2.0;19.59437866;Abimé;Absente;SH Non-conforme;;0;;;;;;;;861904D200509051233;8845;750610950;;;05Z2;STV Sud;;2022-02-01;2022-02-01;34;46;"{""coordinates"": [2.351668463338216, 48.84960305149013], ""type"": ""Point""}";48.84960305149013, 2.351668463338216
LIVRAISON;ZL périodique;Longitudinal;16;2;2;16H;Chaussée;1;RUE DE;CHAILLOT;Bis;Droit;Impair;9.57155637;2.0;19.16912177;Abimé;Absente;SH Non-conforme;;0;;;;;;;;168001G200509050711;1682;1750604939;;;16Z2;STV Sud-Ouest;;2022-07-26;2021-07-27;1;1;"{""coordinates"": [2.2959493704921936, 48.865837210639164], ""type"": ""Point""}";48.865837210639164, 2.2959493704921936
LIVRAISON;ZL permanente;Longitudinal;12;2;2;12E;Chaussée;65;RUE DE;CHARENTON;;Droit;Impair;20.87695109;2.0;41.7537587;Présente;Absente;Conforme;;0;;;;;;;;179403G20091221094135;1799;1750610765;;;12ZA;STV Sud-Est;;2020-08-11;2020-07-29;61;67;"{""coordinates"": [2.373430094517472, 48.85038008971707], ""type"": ""Point""}";48.85038008971707, 2.373430094517472
LIVRAISON;ZL périodique;Longitudinal;20;1;1;20M;Chaussée;29;RUE;SAINT-FARGEAU;;Droit;Impair;10.73254233;2.0;21.28814435;Présente;Absente;Conforme;;0;;;;;;;;860305G20081014140342;8829;1750602934;;;20Z2;STV Nord-Est;;2020-08-11;2020-07-27;25;29;"{""coordinates"": [2.4021492178018495, 48.8716485001018], ""type"": ""Point""}";48.8716485001018, 2.4021492178018495
LIVRAISON;ZL périodique;Longitudinal;13;1;1;13L;Lincoln;5;RUE;VANDREZANNE;;Droit;Impair;10.00971289;2.0;20.01921402;Présente;Absente;Conforme;;0;;;;;;;;958301G200509053023;9642;1750617540;;;13Z3;STV Sud-Est;;2020-07-29;2020-07-09;1;17;"{""coordinates"": [2.356057726225894, 48.828164219553486], ""type"": ""Point""}";48.828164219553486, 2.356057726225894
LIVRAISON;ZL périodique;Longitudinal;10;1;1;10G;Chaussée;11;RUE D';ABBEVILLE;;Droit;Impair;8.99379386;2.0;17.98764693;Présente;Absente;Conforme;;0;;;;;;;;002202G200509050008;0021;1750600572;;;10Z1;STV Centre;;2019-01-04;2020-08-31;9;17;"{""coordinates"": [2.350329605704568, 48.878642141699245], ""type"": ""Point""}";48.878642141699245, 2.350329605704568
LIVRAISON;ZL périodique;Longitudinal;7;1;1;7J;Lincoln;9;RUE;CLER;;Droit;Impair;10.03477845;2.0;20.04571833;Présente;Absente;Conforme;;0;;;;;;;;210601G200509050482;2108;1750608121;;;07Z1;STV Sud;;2019-01-04;2020-08-31;1;23;"{""coordinates"": [2.305415729676228, 48.85880011484658], ""type"": ""Point""}";48.85880011484658, 2.305415729676228
LIVRAISON;ZL périodique;Longitudinal;7;1;1;7F;Chaussée;5;RUE;AUGEREAU;;Droit;Impair;8.70774352;2.0;17.41538703;Présente;Absente;Conforme;;0;;;;;;;;053501G200509050024;0511;1750608241;;;07Z1;STV Sud;;2020-08-25;2020-08-07;1;11;"{""coordinates"": [2.30180676770212, 48.85765940178644], ""type"": ""Point""}";48.85765940178644, 2.30180676770212
LIVRAISON;ZL permanente;Longitudinal;17;1;1;17K;Chaussée;11;PL DU;GENERAL CATROUX;;Droit;Impair;8.62997855;2.0;17.25954344;Présente;Absente;Conforme;;0;;;;;;;;402402G20080808133131;4057;1750599727;;;17ZH;STV Nord-Ouest;;2022-04-29;2021-08-08;3;13;"{""coordinates"": [2.309234351498473, 48.88266508679639], ""type"": ""Point""}";48.88266508679639, 2.309234351498473
LIVRAISON;ZL périodique;Longitudinal;16;1;1;16S;Chaussée;52;AV;MOZART;;Droit;Pair;10.58123239;2.0;21.1628318;Présente;Absente;Conforme;;0;;;;;;;;662607D200509053599;6566;750609083;;;16Z5;STV Sud-Ouest;;2019-01-04;2020-08-31;48;56;"{""coordinates"": [2.269754865683015, 48.85514303406083], ""type"": ""Point""}";48.85514303406083, 2.269754865683015
LIVRAISON;ZL périodique;Longitudinal;18;1;1;18F;Lincoln;7;RUE;HOUDON;;Droit;;8.40002627;2.0;16.80002655;Abimé;Absente;SH Non-conforme;;0;;;;;;;;467601G200509051419;4589;1750599680;;;18Z6;STV Nord-Ouest;;2023-09-07;2021-08-14;1;21;"{""coordinates"": [2.3382572153309544, 48.88291138626286], ""type"": ""Point""}";48.88291138626286, 2.3382572153309544
LIVRAISON;ZL périodique;Longitudinal;4;1;1;34F;Chaussée;2;RUE;CRILLON;BIS;vis-à-vis;Impair;8.71128297;2.0;17.42229172;Présente;Absente;Conforme;;0;;;;;;;;244001G20080924145411;2435;1750611407;;;04Z3;STV Centre;;2022-01-08;2022-01-08;1;5;"{""coordinates"": [2.365110803478384, 48.84845523567528], ""type"": ""Point""}";48.84845523567528, 2.365110803478384
LIVRAISON;ZL périodique;Longitudinal;14;1;1;14M;Chaussée;100;RUE DU;CHATEAU;;Droit;Pair;12.88290393;2.0;25.80856588;Présente;Absente;Conforme;;0;;;;;;;;191202D200509050525;1907;750615560;;;14Z1A;STV Sud;;2019-01-04;2020-08-31;100;122;"{""coordinates"": [2.3191343979244308, 48.83589543203384], ""type"": ""Point""}";48.83589543203384, 2.3191343979244308
LIVRAISON;ZL permanente;Longitudinal;13;1;1;13M;Chaussée;89;AV D';ITALIE;;Droit;Impair;10.58956256;2.0;21.1988969;Abimé;Absente;SH Non-conforme;;0;;;;;;;;475409G200509051741;4682;1750618538;;;13Z5;STV Sud-Est;;2019-07-12;2020-08-31;83;101;"{""coordinates"": [2.358060994820249, 48.82392805663455], ""type"": ""Point""}";48.82392805663455, 2.358060994820249
LIVRAISON;ZL périodique;Longitudinal;11;1;1;11K;Chaussée;34;RUE;RICHARD LENOIR;;Droit;Pair;5.89093913;2.0;11.78180154;Présente;Absente;Conforme;;0;;;;;;;;820903D200509052238;8198;750608696;;;11Z3;STV Nord-Est;;2019-08-09;2020-08-31;34;44;"{""coordinates"": [2.381570970583471, 48.8559385152084], ""type"": ""Point""}";48.8559385152084, 2.381570970583471
LIVRAISON;ZL périodique;Longitudinal;19;5;5;19F;Contre allée;10;AV;CORENTIN CARIOU;;Droit;Pair;49.11753718;2.0;98.23206896;Présente;Absente;Conforme;;0;;;;;;;;233401D20111019105836;2332;750596867;;;19Z2;STV Nord-Est;;2020-01-09;2020-08-31;10;22;"{""coordinates"": [2.3829547765595698, 48.895121082876], ""type"": ""Point""}";48.895121082876, 2.3829547765595698
LIVRAISON;ZL périodique;Longitudinal;11;1;1;11J;Chaussée;11;RUE;AUGUSTE LAURENT;;Droit;Impair;10.06754368;2.0;20.13478332;Présente;Absente;Conforme;;0;;;;;;;;055701G200509050130;0532;1750608416;;;11Z3;STV Nord-Est;;2019-08-09;2020-08-31;1;19;"{""coordinates"": [2.3820113889711276, 48.85740975294355], ""type"": ""Point""}";48.85740975294355, 2.3820113889711276
LIVRAISON;ZL permanente;Longitudinal;7;1;1;7L;Chaussée;8;RUE DE;COURTY;;Droit;Pair;8.97616024;2.0;17.95203782;Présente;Absente;Conforme;;0;;;;;;;;240601D20091202112738;2399;750607084;;;07Z3;STV Sud;;2024-07-31;2024-07-30;2;8;"{""coordinates"": [2.320112648219413, 48.860872643387886], ""type"": ""Point""}";48.860872643387886, 2.320112648219413
LIVRAISON;ZL périodique;Longitudinal;9;1;1;9F;Chaussée;11;RUE;MANUEL;13;Droit;Impair;9.94370935;2.0;19.88722782;Abimé;Absente;SH Non-conforme;;0;;;;;;;;598101G200509051015;5908;1750600688;;;2;STV Centre;;2022-06-03;2021-08-04;1;17;"{""coordinates"": [2.3402331609351816, 48.878321603572545], ""type"": ""Point""}";48.878321603572545, 2.3402331609351816
LIVRAISON;ZL permanente;Longitudinal;17;1;1;17J;Chaussée;43;RUE DE;PRONY;;Droit;Impair;10.31779538;2.0;20.63496099;Présente;Absente;Conforme;;0;;;;;;;;785304G20070126105859;7830;1750599870;;;17ZH;STV Nord-Ouest;;2019-01-04;2020-08-31;43;51;"{""coordinates"": [2.3052773932227155, 48.88180936301344], ""type"": ""Point""}";48.88180936301344, 2.3052773932227155
LIVRAISON;ZL périodique;Longitudinal;5;1;1;5F;Chaussée;8;RUE DES;FOSSES SAINT-MARCEL;10;Droit;Pair;10.04882258;2.0;20.09782145;Présente;Absente;Conforme;;0;;;;;;;;375101D200509050518;3763;750614709;;;05Z4;STV Sud;;2019-01-04;2020-08-31;2;16;"{""coordinates"": [2.3560224991991627, 48.8388048701251], ""type"": ""Point""}";48.8388048701251, 2.3560224991991627
LIVRAISON;ZL permanente;Longitudinal;15;2;2;15J;Chaussée;7;RUE;PLUMET;;vis-à-vis;Pair;11.03174302;2.0;22.06594721;Présente;Absente;Conforme;;0;;;;;;;;754201D20091202143718;7498;750614374;;;15Z8;STV Sud-Ouest;;2020-08-25;2020-08-04;2;10;"{""coordinates"": [2.308493776449346, 48.8393336500019], ""type"": ""Point""}";48.8393336500019, 2.308493776449346
LIVRAISON;ZL périodique;Longitudinal;18;1;1;18M;Chaussée;115;RUE DU;MONT CENIS;;Droit;Impair;9.21995471;2.0;18.4393587;Présente;Absente;Conforme;;0;;;;;;;;646715G200509052213;6392;1750596896;;;18Z4;STV Nord-Ouest;;2025-06-04;2023-08-13;113;119;"{""coordinates"": [2.3457724804904694, 48.89515458280041], ""type"": ""Point""}";48.89515458280041, 2.3457724804904694
LIVRAISON;ZL périodique;Longitudinal;15;1;1;15V;Chaussée;5;RUE;DESNOUETTES;;Droit;Impair;9.7537053;2.0;19.50693875;Présente;Absente;Conforme;;0;;;;;;;;274503G200509051382;2756;1750615253;;;15Z5;STV Sud-Ouest;;2020-08-25;2020-08-04;1;5;"{""coordinates"": [2.292606304166479, 48.83606993810897], ""type"": ""Point""}";48.83606993810897, 2.292606304166479
LIVRAISON;ZL permanente;Longitudinal;12;1;1;12E;Chaussée;58;AV;LEDRU-ROLLIN;;Droit;Pair;9.95071648;2.0;19.90171925;Présente;Absente;Conforme;;0;;;;;;;;546704D200509051944;5402;750611509;;;12ZA;STV Sud-Est;;2024-10-18;2023-07-29;50;58;"{""coordinates"": [2.372358260119277, 48.84848607169984], ""type"": ""Point""}";48.84848607169984, 2.372358260119277
LIVRAISON;ZL périodique;Longitudinal;17;1;1;17R;Chaussée;70;BD DES;BATIGNOLLES;angle rue de Rome;Droit;Pair;10.29018845;2.0;20.5805216;Abimé;Absente;SH Non-conforme;;0;;;;;;;;071915D200509050340;0702;750599778;;;17ZH;STV Nord-Ouest;;2022-07-22;2022-05-01;70;74;"{""coordinates"": [2.320042731093792, 48.88218052628353], ""type"": ""Point""}";48.88218052628353, 2.320042731093792
LIVRAISON;ZL permanente;Longitudinal;4;1;1;4E;Chaussée;21;RUE;SAINTE-CROIX DE LA BRETONNERIE;;vis-à-vis;Impair;7.76448051;2.0;15.80013679;Abimé;Absente;SH Non-conforme;;0;;;;;;;;854805G20080923145440;9036;1750607887;;;04Z2;STV Centre;;2023-10-24;2023-07-17;21;25;"{""coordinates"": [2.3559194879925185, 48.85825291179149], ""type"": ""Point""}";48.85825291179149, 2.3559194879925185
LIVRAISON;ZL permanente;Longitudinal;13;1;1;13L;Chaussée;11;RUE DE LA;BUTTE AUX CAILLES;;Droit;Impair;9.56613791;2.0;19.13263275;Présente;Absente;Conforme;;0;;;;;;;;139404G200509050510;1388;1750595832;;;13Z3;STV Sud-Est;;2023-06-12;2023-06-09;9;11;"{""coordinates"": [2.3504067789921352, 48.82776793732169], ""type"": ""Point""}";48.82776793732169, 2.3504067789921352
LIVRAISON;ZL permanente;Longitudinal;11;1;1;11J;Chaussée;19;RUE DE;BELFORT;;Droit;Impair;14.24098511;2.0;28.48161173;Présente;Absente;Conforme;;0;;;;;;;;081301G200509050168;0809;1750608590;;;11Z3;STV Nord-Est;;2025-09-30;2025-08-18;1;25;"{""coordinates"": [2.3842581851557805, 48.85676765223656], ""type"": ""Point""}";48.85676765223656, 2.3842581851557805
LIVRAISON;ZL permanente;Longitudinal;8;1;1;8E;Chaussée;8;RUE;FRANCOIS IER;*** travaux;Droit;Pair;7.60406811;2.0;15.20815436;Présente;Absente;Conforme;;0;;;;;;;;381401D200509050903;3828;750605242;;;08Z1;STV Nord-Ouest;;2023-07-19;2023-04-12;2;12;"{""coordinates"": [2.3088560707200014, 48.86569320015911], ""type"": ""Point""}";48.86569320015911, 2.3088560707200014
LIVRAISON;ZL périodique;Longitudinal;11;1;1;11K;Chaussée;53;RUE;BASFROI;;Droit;Impair;7.69003403;2.0;15.38026269;Présente;Absente;Conforme;;0;;;;;;;;070103G20060403152429;0683;1750608741;;;11Z3;STV Nord-Est;;2025-10-06;2025-08-19;39;55;"{""coordinates"": [2.3779524689833593, 48.85662665852163], ""type"": ""Point""}";48.85662665852163, 2.3779524689833593
LIVRAISON;ZL permanente;Longitudinal;11;1;1;11H;Chaussée;5;RUE;SEDAINE;;Droit;Impair;11.35998579;2.0;22.72059103;Présente;Absente;Conforme;;0;;;;;;;;890101G200509052585;8533;1750608849;;;11Z3;STV Nord-Est;;2025-10-06;2025-09-16;1;7;"{""coordinates"": [2.3712850446976796, 48.855616410600675], ""type"": ""Point""}";48.855616410600675, 2.3712850446976796
LIVRAISON;ZL permanente;Longitudinal;3;1;1;34F;Chaussée;22;RUE DU;PONT AUX CHOUX;;Droit;Pair;7.98921423;2.0;15.97878808;Présente;Absente;Conforme;;0;;;;;;;;760501D200509050591;7562;750606973;;;03Z3;STV Centre;;2024-11-04;2024-11-04;2;22;"{""coordinates"": [2.3648343214652856, 48.86131150987333], ""type"": ""Point""}";48.86131150987333, 2.3648343214652856
LIVRAISON;ZL permanente;Longitudinal;2;1;1;2E;Lincoln;0;RUE;DUSSOUBS;EP 203521;Droit;Impair;10.6795578;2.0;21.35923439;Présente;Absente;Conforme;;0;;;;;;;;305505G200509050193;3087;1750604473;;;02Z1;STV Centre;;2023-05-03;2020-08-31;35;39;"{""coordinates"": [2.3495217743298653, 48.86710110482416], ""type"": ""Point""}";48.86710110482416, 2.3495217743298653
LIVRAISON;ZL permanente;Longitudinal;11;1;1;11K;Chaussée;39;RUE DE;MONTREUIL;Bis;Droit;Impair;8.05001577;2.0;16.09985706;Présente;Absente;Conforme;;0;;;;;;;;653006G200509051433;6465;1750610625;;;11Z4;STV Nord-Est;;2025-10-09;2025-08-18;39;45;"{""coordinates"": [2.3875666862893663, 48.85045112412016], ""type"": ""Point""}";48.85045112412016, 2.3875666862893663
LIVRAISON;ZL permanente;Longitudinal;6;1;1;6G;Chaussée;2;RUE;MICHELET;;Droit;Pair;9.91106708;2.0;19.82207634;Présente;Absente;Conforme;;0;;;;;;;;633401D200509050706;6257;750613360;;;06Z4;STV Sud;;2023-05-25;2023-05-01;2;4;"{""coordinates"": [2.3378376120188107, 48.84255878076576], ""type"": ""Point""}";48.84255878076576, 2.3378376120188107
LIVRAISON;ZL périodique;Longitudinal;5;1;1;5H;Lincoln;93;BD;SAINT-MICHEL;;Droit;Impair;4.99584218;2.0;9.99184071;Présente;Absente;Conforme;;0;;;;;;;;870512G20061107151137;8929;1750612923;;;05Z3;STV Sud;;2023-05-25;2023-05-01;73;105;"{""coordinates"": [2.3395123283913195, 48.84472493221527], ""type"": ""Point""}";48.84472493221527, 2.3395123283913195
LIVRAISON;ZL périodique;Longitudinal;8;1;1;8E;Chaussée;26;RUE;FRANCOIS IER;*** travaux;vis-à-vis;Impair;10.59165725;2.0;21.18338446;Présente;Absente;Conforme;;0;;;;;;;;381404G200509050920;3828;1750604405;;;08Z1;STV Nord-Ouest;;2023-06-01;2022-08-19;17;27;"{""coordinates"": [2.305298404254725, 48.867618626995004], ""type"": ""Point""}";48.867618626995004, 2.305298404254725
LIVRAISON;ZL permanente;Longitudinal;3;1;1;3E;Lincoln;52;RUE DES;FRANCS BOURGEOIS;;Droit;Pair;6.97875616;2.0;13.95790146;Présente;Absente;Conforme;;0;;;;;;;;382008D200509050325;3833;750607576;;;03Z3;STV Centre;;2023-06-06;2023-06-01;50;58;"{""coordinates"": [2.3581966027808607, 48.85915213994416], ""type"": ""Point""}";48.85915213994416, 2.3581966027808607
LIVRAISON;ZL périodique;Longitudinal;14;1;1;14M;Chaussée;23;RUE DE L';EURE;;vis-à-vis;Pair;8.5000502;2.0;17.00015405;Présente;Absente;Conforme;;0;;;;;;;;345101D20140217104928;3476;750616391;;;14Z1A;STV Sud;;2023-06-06;2023-06-01;2;26;"{""coordinates"": [2.3211098928458145, 48.832915275652034], ""type"": ""Point""}";48.832915275652034, 2.3211098928458145
LIVRAISON;ZL permanente;Longitudinal;10;1;1;10G;Chaussée;214;RUE DU;FAUBOURG SAINT-DENIS;;Droit;Pair;12.039504;2.0;24.07932829;Présente;Absente;Conforme;;0;;;;;;;;351618D20140317153926;3541;750599513;;;10Z1;STV Centre;;2024-11-27;2023-07-26;214;230;"{""coordinates"": [2.3592085344051403, 48.88312068273314], ""type"": ""Point""}";48.88312068273314, 2.3592085344051403
LIVRAISON;ZL permanente;Longitudinal;11;1;1;11K;Chaussée;38;RUE;KELLER;;Droit;Pair;12.64002542;2.0;25.28046291;Présente;Absente;Conforme;;0;;;;;;;;514402D20060411150407;5020;750609166;;;11Z3;STV Nord-Est;;2025-10-17;2025-08-19;16;38;"{""coordinates"": [2.375237088760149, 48.85562868233428], ""type"": ""Point""}";48.85562868233428, 2.375237088760149
LIVRAISON;ZL permanente;Longitudinal;18;1;1;18J;Chaussée;30;RUE DU;DEPARTEMENT;;Droit;Pair;10.38486964;2.0;20.77001993;Présente;Absente;Conforme;;0;;;;;;;;270907D20080909133132;2720;750598447;;;18Z1;STV Nord-Ouest;;2024-11-29;2023-08-15;22;30;"{""coordinates"": [2.3599561539878406, 48.886839300317426], ""type"": ""Point""}";48.886839300317426, 2.3599561539878406
LIVRAISON;ZL périodique;Longitudinal;10;1;1;10F;Chaussée;12;RUE;LEON JOUHAUX;*** travaux;vis-à-vis;Impair;10.17191173;2.0;20.34436372;Présente;Absente;Conforme;;0;;;;;;;;556703G200509051115;5494;1750603730;;;10Z4;STV Centre;;2023-06-21;2023-03-01;9;13;"{""coordinates"": [2.3651533516514327, 48.869442520987576], ""type"": ""Point""}";48.869442520987576, 2.3651533516514327
LIVRAISON;ZL périodique;Longitudinal;15;1;1;15H;Chaussée;57;BD;PASTEUR;angle rue Falguière;Droit;Impair;8.83968905;2.0;17.9285215;Présente;Absente;Conforme;;0;;;;;;;;349807D20060315161956;7018;1750613653;;;15Z8;STV Sud-Ouest;;2023-06-29;2022-09-07;0;57;"{""coordinates"": [2.314114173216702, 48.841706187086274], ""type"": ""Point""}";48.841706187086274, 2.314114173216702
LIVRAISON;ZL périodique;Longitudinal;9;1;1;9G;Chaussée;15;RUE;BERGERE;;Droit;Impair;15.36743887;2.0;30.73484641;Présente;Absente;Conforme;;0;;;;;;;;088803G200509050110;0885;1750602697;;;3;STV Centre;;2023-07-10;2023-03-31;15;17;"{""coordinates"": [2.345785945341478, 48.872281543772715], ""type"": ""Point""}";48.872281543772715, 2.345785945341478
LIVRAISON;ZL permanente;Longitudinal;15;2;2;15X;Chaussée;63;RUE;DESNOUETTES;;Droit;Impair;14.55036582;2.0;29.10038463;Abimé;Absente;SH Non-conforme;;0;;;;;;;;274508G200509051411;2756;1750615514;;;15Z5;STV Sud-Ouest;;2024-12-20;2020-08-31;43;71;"{""coordinates"": [2.2864158288611574, 48.835616148662545], ""type"": ""Point""}";48.835616148662545, 2.2864158288611574
LIVRAISON;ZL périodique;Longitudinal;13;1;1;13J;Chaussée;22;RUE;LE BRUN;*** travaux;Droit;Pair;9.01805929;2.0;18.17538723;Présente;Absente;Conforme;;0;;;;;;;;543304D200509052065;5366;750615413;;;13Z2;STV Sud-Est;;2023-08-09;2022-09-01;22;30;"{""coordinates"": [2.354770704183324, 48.8362077515219], ""type"": ""Point""}";48.8362077515219, 2.354770704183324
LIVRAISON;ZL permanente;Longitudinal;12;1;1;12L;Chaussée;65;RUE DE;WATTIGNIES;;vis-à-vis;Pair;9.98271194;2.0;19.96501683;Présente;Absente;Conforme;;0;;;;;;;;995205D200509053184;9935;750615533;;;12ZE;STV Sud-Est;;2025-10-28;2025-11-01;58;62;"{""coordinates"": [2.3983914401378894, 48.835238468520174], ""type"": ""Point""}";48.835238468520174, 2.3983914401378894
LIVRAISON;ZL permanente;Longitudinal;12;1;1;12L;Chaussée;69;RUE DE;WATTIGNIES;;Droit;Impair;9.98383597;2.0;19.96817393;Présente;Absente;Conforme;;0;;;;;;;;995206G200509053188;9935;1750615610;;;12ZE;STV Sud-Est;;2025-10-29;2025-11-01;69;75;"{""coordinates"": [2.3990874777425772, 48.835133833207834], ""type"": ""Point""}";48.835133833207834, 2.3990874777425772
LIVRAISON;ZL périodique;Longitudinal;11;1;1;11J;Chaussée;5;RUE;LA VACQUERIE;;vis-à-vis;Pair;15.97524037;2.0;31.95113315;Présente;Absente;Conforme;;0;;;;;;;;540701D200509051188;5335;750608265;;;11Z3;STV Nord-Est;;2025-02-11;2025-02-11;2;8;"{""coordinates"": [2.385329402050559, 48.85771031935649], ""type"": ""Point""}";48.85771031935649, 2.385329402050559
LIVRAISON;ZL permanente;Longitudinal;11;1;1;11H;Trottoir;64;RUE;OBERKAMPF;;Droit;Pair;11.01899019;2.0;22.03744444;Présente;Absente;Conforme;;;;;;;;;56129;;6802;750605274;;;11Z1;STV Nord-Est;;2025-12-12;2025-12-12;60;66;"{""coordinates"": [2.3742882032849146, 48.864959510160766], ""type"": ""Point""}";48.864959510160766, 2.3742882032849146
LIVRAISON;ZL périodique;Longitudinal;13;1;1;13M;Chaussée;21;RUE;CAILLAUX;;Droit;Impair;12.18752472;2.0;24.37487167;Présente;Absente;Conforme;;;;;;;;;45044;;1417;1750618660;;;13Z5;STV Sud-Est;;2022-05-13;2022-05-11;19;35;"{""coordinates"": [2.3602422872283095, 48.82243153718982], ""type"": ""Point""}";48.82243153718982, 2.3602422872283095
LIVRAISON;ZL permanente;Longitudinal;2;1;1;2E;Chaussée;29;PL DE LA;BOURSE;;Droit;Impair;8.30236327;2.0;16.6047086;Présente;Absente;Conforme;;;;;;;;;56196;;1224;1750603920;;;02Z1;STV Centre;;2025-12-16;2025-12-16;7;17;"{""coordinates"": [2.341189204629502, 48.868695088621095], ""type"": ""Point""}";48.868695088621095, 2.341189204629502
LIVRAISON;ZL permanente;Longitudinal;2;1;1;2E;Chaussée;126;RUE;REAUMUR;;Droit;Impair;11.84772546;2.0;23.69599795;Présente;Absente;Conforme;;;;;;;;;56214;;8073;1750604203;;;02Z1;STV Centre;;2025-12-16;2025-12-16;101;107;"{""coordinates"": [2.343871683676857, 48.868120261565316], ""type"": ""Point""}";48.868120261565316, 2.343871683676857
LIVRAISON;ZL permanente;Longitudinal;2;1;1;2E;Chaussée;126;RUE;REAUMUR;;Droit;Impair;11.81409562;2.0;23.62882641;Présente;Absente;Conforme;;;;;;;;;56215;;8073;1750604203;;;02Z1;STV Centre;;2025-12-16;2025-12-16;101;107;"{""coordinates"": [2.3440251423233436, 48.86808729013159], ""type"": ""Point""}";48.86808729013159, 2.3440251423233436
LIVRAISON;ZL périodique;Longitudinal;7;1;1;7N;Chaussée;62;RUE DE;SEVRES;64;Droit;Pair;7.32354208;2.0;14.64702618;Présente;Absente;Conforme;;0;;;;;;;;895512D20111122115208;8585;750611588;;;06Z3;STV Sud;;2022-02-25;2022-02-25;62;64;"{""coordinates"": [2.3196012580692664, 48.847990537488606], ""type"": ""Point""}";48.847990537488606, 2.3196012580692664
LIVRAISON;ZL permanente;Longitudinal;14;1;1;14L;Chaussée;22;RUE;BOULARD;;Droit;Pair;13.4131352;2.0;26.82589208;Présente;Absente;Conforme;;0;;;;;;;;115802D200509050315;1164;750616116;;;14Z2A;STV Sud;;2019-10-29;2020-08-31;18;32;"{""coordinates"": [2.3288599597651274, 48.833831915709666], ""type"": ""Point""}";48.833831915709666, 2.3288599597651274
